molecule_chembl_id,canonical_smiles,standard_value,pchembl_value,bioactivity_class
CHEMBL3735329,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,1.6,8.8,Aktif
CHEMBL3645492,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CCCC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,2.6,8.59,Aktif
CHEMBL3736085,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,1.6,8.8,Aktif
CHEMBL3735852,Cn1cnc(S(=O)(=O)n2ncc3c2CN([C@H]2CO[C@H](c4cc(F)ccc4F)[C@@H](N)C2)C3)c1,4.9,8.31,Aktif
CHEMBL3736423,Cn1cnc(S(=O)(=O)n2cc3c(n2)CN([C@H]2CO[C@H](c4cc(F)ccc4F)[C@@H](N)C2)C3)c1,1.9,8.72,Aktif
CHEMBL3736511,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4ccccc4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,2.3,8.64,Aktif
CHEMBL3736067,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4cccc(C(F)(F)F)c4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,1.9,8.72,Aktif
CHEMBL3736135,CCC(=O)Nc1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,1.4,8.85,Aktif
CHEMBL3798441,C[C@H]1C[C@@H](C#N)N(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,2600.0,5.58,Aktif Değil
CHEMBL3799388,CC1CCN(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F,19400.0,4.71,Aktif Değil
CHEMBL3798777,CC[C@@H](C)[C@H](N)C(=O)N1CCC(C)C1.O=C(O)C(F)(F)F,16200.0,4.79,Aktif Değil
CHEMBL3797842,C=C1C[C@@H](C#N)N(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,680.0,6.17,Aktif Değil
CHEMBL3800113,C=C1CCN(C(=O)[C@@H](N)CC(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,34000.0,4.47,Aktif Değil
CHEMBL3800380,CC[C@@H](C)[C@H](N)C(=O)N1Cc2conc2C1.O=C(O)C(F)(F)F,56000.0,4.25,Aktif Değil
CHEMBL3797299,N#C[C@@H]1[C@@H]2C[C@@H]2CN1C(=O)[C@@H](N)CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(F)(F)F,790.0,6.1,Aktif Değil
CHEMBL3799074,CC[C@@H](C)[C@H](N)C(=O)N1C[C@H]2C[C@H]2[C@H]1C#N.O=C(O)C(F)(F)F,4000.0,5.4,Aktif Değil
CHEMBL3804940,Cc1ccn2nc3c(c2n1)CN([C@@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,8.6,8.07,Aktif
CHEMBL3805696,Cc1ccnc2c3c(nn12)CN([C@@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,289.0,6.54,Ara Bileşik
CHEMBL3805235,Cc1ccnc2c3c(nn12)CN([C@@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,44.0,7.36,Aktif
CHEMBL3804854,Cc1ccn2nc3c(c2n1)CN([C@@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,699.0,6.16,Aktif Değil
CHEMBL3806164,N[C@H]1C[C@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)ccc1F,1170.0,5.93,Aktif Değil
CHEMBL3806052,N[C@H]1C[C@@H](N2Cc3nn4nccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,0.12,9.92,Aktif
CHEMBL3805353,N[C@H]1C[C@@H](N2Cc3nn4cncnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,3.5,8.46,Aktif
CHEMBL3806310,Cc1cc(O)nc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0.6,9.22,Aktif
CHEMBL3805154,Cc1cc(O)n2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0.5,9.3,Aktif
CHEMBL3804996,Cc1cc(C(F)(F)F)nc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,1.9,8.72,Aktif
CHEMBL3805937,N[C@H]1C[C@@H](N2Cc3nn4c(C(F)(F)F)ccnc4c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,1.4,8.85,Aktif
CHEMBL3805179,N[C@H]1C[C@@H](N2Cc3nn4c(C(F)(F)F)ccnc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1.1,8.96,Aktif
CHEMBL3804950,Cc1ccnc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,2.9,8.54,Aktif
CHEMBL3806021,Cc1ccnc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0.6,9.22,Aktif
CHEMBL3804994,Cc1ccnc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,54.0,7.27,Ara Bileşik
CHEMBL3805502,N[C@H]1C[C@@H](N2Cc3nn4ccc(C(F)(F)F)nc4c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,1.5,8.82,Aktif
CHEMBL3805871,N[C@H]1C[C@@H](N2Cc3nn4ccc(C(F)(F)F)nc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1.1,8.96,Aktif
CHEMBL3805400,Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,1.5,8.82,Aktif
CHEMBL3805751,Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0.5,9.3,Aktif
CHEMBL3806239,Cc1ccn2nc3c(c2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,155.0,6.81,Ara Bileşik
CHEMBL3806216,N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,0.7,9.15,Aktif
CHEMBL3806003,N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,3.7,8.43,Aktif
CHEMBL3806026,N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)ccc1F,7.3,8.14,Aktif
CHEMBL3805346,N[C@H]1C[C@@H](N2Cc3cnc4nc(C5CC5)nn4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1.7,8.77,Aktif
CHEMBL3806041,N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,0.24,9.62,Aktif
CHEMBL3805629,Cc1nc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0.23,9.64,Aktif
CHEMBL3806023,Cc1nnc2ncc3c(n12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0.56,9.25,Aktif
CHEMBL3806029,Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0.7,9.15,Aktif
CHEMBL3805966,Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,0.14,9.85,Aktif
CHEMBL3806179,Cc1cc2ncc3c(n2n1)CN([C@@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,16.0,7.8,Aktif
CHEMBL3805294,Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,0.7,9.15,Aktif
CHEMBL3806157,Cc1cc2ncc3c(n2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,0.6,9.22,Aktif
CHEMBL3804982,Cc1cc2nc3c(cn2n1)CN([C@@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,26.0,7.58,Aktif
CHEMBL3805226,Cc1cc2nc3c(cn2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,1.1,8.96,Aktif
CHEMBL3687982,CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3F)c1c2=O,625.0,6.2,Aktif Değil
CHEMBL3687983,CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,11.2,7.95,Aktif
CHEMBL3813856,CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O,13.5,7.87,Aktif
CHEMBL3687979,CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3F)c1c2=O,156.1,6.81,Ara Bileşik
CHEMBL3687977,CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,27.4,7.56,Aktif
CHEMBL3687984,CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O,1.7,8.77,Aktif
CHEMBL3687978,CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c1c2=O,10.6,7.97,Aktif
CHEMBL3687980,CC#CCn1c(N2CCC[C@@H](N)C2)nc2nc3n(c(=O)c21)CC(=O)N3C,123.0,6.91,Ara Bileşik
CHEMBL584162,COc1cc([C@H]2Oc3ccc4ccc(=O)oc4c3O[C@@H]2CO)cc(OC)c1O,14130.0,4.85,Aktif Değil
CHEMBL3952716,N[C@@H]1Cc2c(ccc3ccc(=O)oc23)O[C@H]1c1cc(F)c(F)cc1F,206.71,6.68,Ara Bileşik
CHEMBL3926320,N[C@@H]1Cc2c(ccc3ccccc23)O[C@H]1c1cc(F)c(F)cc1F,110.1,6.96,Ara Bileşik
CHEMBL3928073,COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,60.61,7.22,Ara Bileşik
CHEMBL3919178,N[C@@H]1Cc2c(ccc3ccc(Br)cc23)O[C@H]1c1cc(F)c(F)cc1F,216.2,6.67,Ara Bileşik
CHEMBL3942715,N#Cc1ccc2ccc3c(c2c1)C[C@@H](N)[C@H](c1cc(F)c(F)cc1F)O3,205.2,6.69,Ara Bileşik
CHEMBL3910262,CS(=O)(=O)c1cccc(-c2ccc3ccc4c(c3c2)C[C@@H](N)[C@H](c2cc(F)c(F)cc2F)O4)c1,14.6,7.84,Aktif
CHEMBL3929146,COc1ccc2c3c(ccc2c1)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,49.73,7.3,Aktif
CHEMBL3892233,N[C@@H]1Cc2c(ccc3cc(Br)ccc23)O[C@H]1c1cc(F)c(F)cc1F,39.2,7.41,Aktif
CHEMBL3920234,N#Cc1ccc2c3c(ccc2c1)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,8.42,8.07,Aktif
CHEMBL3950517,N[C@H]1Cc2c(ccc3cc(C(=O)O)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,17.65,7.75,Aktif
CHEMBL3890161,N[C@H]1Cc2c(ccc3cc(N4CCOCC4)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,70.42,7.15,Ara Bileşik
CHEMBL3959221,CS(=O)(=O)Nc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,10.9,7.96,Aktif
CHEMBL3932825,CS(=O)(=O)c1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,10.71,7.97,Aktif
CHEMBL3952691,COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1ccc(F)cc1F)O3,78.33,7.11,Ara Bileşik
CHEMBL3981442,COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1ccccc1F)O3,563.9,6.25,Aktif Değil
CHEMBL3934008,COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1cc(F)ccc1F)O3,32.64,7.49,Aktif
CHEMBL3892398,COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1cccc(F)c1)O3,121.56,6.92,Ara Bileşik
CHEMBL3972474,COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1ccccc1Cl)O3,337.8,6.47,Ara Bileşik
CHEMBL3955701,COc1ccc2ccc3c(c2c1)C[C@@H](N)[C@H](c1cc(F)c(F)cc1F)O3,2930.0,5.53,Aktif Değil
CHEMBL3901191,COc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,19.64,7.71,Aktif
CHEMBL3979508,N[C@H]1Cc2c(ccc3cc(Br)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,5.17,8.29,Aktif
CHEMBL3941804,COc1cc2ccc3c(c2cc1OC)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,2.06,8.69,Aktif
CHEMBL3942843,COc1cc2c3c(ccc2cc1NS(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,6.13,8.21,Aktif
CHEMBL3944427,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,1.9,8.72,Aktif
CHEMBL3968332,Cc1cc(=O)oc2c3c(ccc12)O[C@@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,50860.0,4.29,Aktif Değil
CHEMBL3929764,Cc1cc(=O)oc2c3c(ccc12)O[C@H](c1cc(F)c(F)cc1F)[C@H](N)C3,21520.0,4.67,Aktif Değil
CHEMBL3959577,Cc1cc(=O)oc2c3c(ccc12)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,154.67,6.81,Ara Bileşik
CHEMBL3971196,Cc1cc(=O)oc2c3c(ccc12)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,13070.0,4.88,Aktif Değil
CHEMBL3945617,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(C#N)cc3)CC1)c(=O)n2C,800.0,6.1,Aktif Değil
CHEMBL3924059,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(Br)cc3)CC1)c(=O)n2C,770.0,6.11,Aktif Değil
CHEMBL3896047,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(Cl)cc3)CC1)c(=O)n2C,360.0,6.44,Ara Bileşik
CHEMBL3915044,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(F)cc3)CC1)c(=O)n2C,510.0,6.29,Aktif Değil
CHEMBL3984849,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(OC)cc3)CC1)c(=O)n2C,120.0,6.92,Ara Bileşik
CHEMBL3898220,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(C)cc3)CC1)c(=O)n2C,300.0,6.52,Ara Bileşik
CHEMBL3976778,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccccc3)CC1)c(=O)n2C,220.0,6.66,Ara Bileşik
CHEMBL3897118,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)N(C)C)CC1)c(=O)n2C,260.0,6.58,Ara Bileşik
CHEMBL3968249,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Oc3ccccc3)CC1)c(=O)n2C,280.0,6.55,Ara Bileşik
CHEMBL3979866,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCCC3)CC1)c(=O)n2C,360.0,6.44,Ara Bileşik
CHEMBL3899590,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCC3)CC1)c(=O)n2C,890.0,6.05,Aktif Değil
CHEMBL3972227,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCC3)CC1)c(=O)n2C,610.0,6.21,Aktif Değil
CHEMBL3933623,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OCCC)CC1)c(=O)n2C,500.0,6.3,Aktif Değil
CHEMBL3980269,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OCC)CC1)c(=O)n2C,140.0,6.85,Ara Bileşik
CHEMBL3910158,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC)CC1)c(=O)n2C,250.0,6.6,Ara Bileşik
CHEMBL3927979,CC#CCn1c(N2CCCNCC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,2600.0,5.58,Aktif Değil
CHEMBL3909049,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,5400.0,5.27,Aktif Değil
CHEMBL3920718,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,400.0,6.4,Ara Bileşik
CHEMBL3892718,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,140.0,6.85,Ara Bileşik
CHEMBL3929627,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,760.0,6.12,Aktif Değil
CHEMBL3901674,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,250.0,6.6,Ara Bileşik
CHEMBL3902771,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,73.0,7.14,Ara Bileşik
CHEMBL3973741,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,950.0,6.02,Aktif Değil
CHEMBL3911786,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,5000.0,5.3,Aktif Değil
CHEMBL3704833,N#CC1CCCN1C(=O)CNCC(O)COc1ccccc1,1.0,9.0,Aktif
CHEMBL3645490,CS(=O)(=O)n1cc2c(n1)CN([C@H]1COC(c3cc(F)ccc3F)[C@@H](N)C1)C2,2.5,8.6,Aktif
CHEMBL3645491,CS(=O)(=O)n1cc2c(n1)CN([C@H]1COC(c3cc(F)c(F)cc3F)[C@@H](N)C1)C2,2.2,8.66,Aktif
CHEMBL3645496,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)c(F)cc1F,1.9,8.72,Aktif
CHEMBL3645493,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)ccc1F,1.6,8.8,Aktif
CHEMBL3645497,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)ccc1F,1.0,9.0,Aktif
CHEMBL3645494,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)c(F)cc1F,1.3,8.89,Aktif
CHEMBL3645495,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)COC1c1cc(F)ccc1F,1.6,8.8,Aktif
CHEMBL3675618,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,0.38,9.42,Aktif
CHEMBL3675619,[C-]#[N+]c1ccc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC#CC)N3CCN=C23)cc1,10.0,8.0,Aktif
CHEMBL3675620,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3cc(F)ccc3F)N3CCN=C23)nc2ccccc12,43.0,7.37,Aktif
CHEMBL3675621,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3cc(F)ccc3C#N)N3CCCN=C23)nc2ccccc12,99.0,7.0,Ara Bileşik
CHEMBL3675622,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCCN12,1.3,8.89,Aktif
CHEMBL3675623,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3C)N3CCN=C23)nc2ccccc12,539.0,6.27,Aktif Değil
CHEMBL3675624,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,1.6,8.8,Aktif
CHEMBL3675625,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3cccc(F)c3)N3CCN=C23)nc2ccccc12,19.0,7.72,Aktif
CHEMBL3675626,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3)N3CCN=C23)nc2ccccc12,32.0,7.5,Aktif
CHEMBL3675627,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC3CC3)N3CCN=C23)nc2ccccc12,8.0,8.1,Aktif
CHEMBL3675628,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccc(OC)cc1)C1=NCCCN12,39.0,7.41,Aktif
CHEMBL3675629,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)NC1=NCCCN12,6113.0,5.21,Aktif Değil
CHEMBL3675630,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1cccc3ccccc13)C1=NCCCN12,44.0,7.36,Aktif
CHEMBL3675631,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nccc(C#N)n1)C1=NCCN12,11.0,7.96,Aktif
CHEMBL3675632,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccccc1C#N)C1=NCCN12,9.0,8.05,Aktif
CHEMBL3675633,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3sccc3F)N3CCN=C23)nc2ccccc12,29.0,7.54,Aktif
CHEMBL3675634,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC3CC3(F)F)N3CCN=C23)nc2ccccc12,14.0,7.85,Aktif
CHEMBL3675635,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC3CCC3)N3CCN=C23)nc2ccccc12,29.0,7.54,Aktif
CHEMBL3675636,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3C#N)N3CCN=C23)nc2ccccc12,82.0,7.09,Ara Bileşik
CHEMBL3675637,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=N[C@@H](C)CN12,1.0,9.0,Aktif
CHEMBL3680628,CC#CCn1c(N2CCCC(NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(NCc3ccccc3)c3ccccc3n1)c(=O)n2C,6.0,8.22,Aktif
CHEMBL3680629,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1cc(C#N)cc3ccccc13)c(=O)n2C,6.0,8.22,Aktif
CHEMBL3680630,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(-c3ccccc3)nc3ccccc13)c(=O)n2C,9.0,8.05,Aktif
CHEMBL3680631,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1cc(C#N)c3ccccc3n1)c(=O)n2C,2.0,8.7,Aktif
CHEMBL3680632,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1cccc(OC3CC3)c1)c(=O)n2C,5.0,8.3,Aktif
CHEMBL3680633,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1ccc3nc(C)c(C)nc3c1)c(=O)n2C,2.0,8.7,Aktif
CHEMBL3680634,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1ccccc1Br)c(=O)n2C,2.0,8.7,Aktif
CHEMBL3680635,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc3ccccc3c(C)c1C#N)c(=O)n2C,2.0,8.7,Aktif
CHEMBL3680636,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nccc(-c3ccccc3)n1)c(=O)n2C,2.0,8.7,Aktif
CHEMBL3680637,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1ccccc1[N+](=O)[O-])c(=O)n2C,3.0,8.52,Aktif
CHEMBL3694421,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CNC(c3cc(F)ccc3F)[C@@H](N)C1)C2,6.8,8.17,Aktif
CHEMBL3694422,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CNC1c1cc(F)c(F)cc1F,0.7,9.15,Aktif
CHEMBL3694423,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(CC(N)=O)C1)C2,4.3,8.37,Aktif
CHEMBL3694424,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(CC(=O)N2CC[C@@H](F)C2)C1c1cc(F)ccc1F,1.0,9.0,Aktif
CHEMBL3697938,CN1C[C@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@H](N)C1c1cc(F)c(F)cc1F,0.9,9.05,Aktif
CHEMBL3697939,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(C(=O)C(F)(F)F)C1)C2,14.5,7.84,Aktif
